x_m,y_m,throttle,heading_rad
-1.486479168460925759e+00,-6.796322697877736019e+00,3.937504210430799456e-01,1.421310473333480928e+00
-1.534717489540298407e+00,-6.782873602601616980e+00,3.933497589036967779e-01,1.389485109157421849e+00
-1.583316349212292584e+00,-6.772715706423096726e+00,3.930496202681810214e-01,1.357351576484942868e+00
-1.633000721353118134e+00,-6.772231059195198632e+00,3.928518918320229592e-01,1.324938537299663821e+00
-1.683032392957711565e+00,-6.770706591434832333e+00,3.927586039521647199e-01,1.292173984464701775e+00
-1.732764478945606701e+00,-6.765068891098738213e+00,3.927650324607466770e-01,1.259097874974728803e+00
-1.781636215213817209e+00,-6.755828155228567056e+00,3.928723362588073531e-01,1.225719786566612513e+00
-1.830212138322001358e+00,-6.743346347660605922e+00,3.930795590280888874e-01,1.192052913232763967e+00
-1.877646374559584164e+00,-6.728196986294886273e+00,3.933854630593426882e-01,1.158114491651350164e+00
-1.924396167781718514e+00,-6.710515041687202142e+00,3.937893520932829738e-01,1.123963045853011433e+00
-1.970271548575338594e+00,-6.690547051515848054e+00,3.942909753702320552e-01,1.089588356384962431e+00
-2.015167243017743637e+00,-6.668479402224967600e+00,3.948897062021106685e-01,1.055022340859778751e+00
-2.059018529904365735e+00,-6.644453183569442700e+00,3.955847751820540381e-01,1.020301614694870018e+00
-2.101777447621778983e+00,-6.618577504759620922e+00,3.963753229990216176e-01,9.854823113720718730e-01
-2.143400655210415451e+00,-6.590939923669543177e+00,3.972657553279449472e-01,9.506554243437248530e-01
-2.183843832469651858e+00,-6.561614148238810174e+00,3.982545477341555284e-01,9.158649089563164480e-01
-2.223059681842167734e+00,-6.530665550160478006e+00,3.993429948373765637e-01,8.812207831286440474e-01
-2.260997864596142382e+00,-6.498155029360157542e+00,4.005325587296498235e-01,8.468733595878479292e-01
-2.297605927750366206e+00,-6.464141665576717877e+00,4.018397418521631459e-01,8.128795943869726592e-01
-2.332830687035537753e+00,-6.428684485575074881e+00,4.032693824183642417e-01,7.793959621199806342e-01
-2.366619761612617445e+00,-6.391843587928400794e+00,4.048330153282435617e-01,7.464404325509734761e-01
-2.398923087108240981e+00,-6.353680804443989416e+00,4.065101934946855899e-01,7.137083401706205699e-01
-2.429694309557356657e+00,-6.314260033371984271e+00,4.080800546470835233e-01,6.790214457775052281e-01
-2.458845606859702659e+00,-6.273714654763240084e+00,4.092448403206856433e-01,6.401293359651307746e-01
-2.486389773458963948e+00,-6.232054734470357182e+00,4.104631944372520436e-01,6.012675993429517085e-01
-2.512303768899938117e+00,-6.189342461919265403e+00,4.118697648392240507e-01,5.636612478356757272e-01
-2.536564970233336158e+00,-6.145652023396909414e+00,4.134420753132643789e-01,5.273179697096659346e-01
-2.559159554713020146e+00,-6.101058525972372415e+00,4.151765523872845143e-01,4.917714947672213732e-01
-2.580082671835713271e+00,-6.055637710652151284e+00,4.170421353376295714e-01,4.571984922486254099e-01
-2.599301883916680822e+00,-6.009558203564341561e+00,4.190449911836760521e-01,4.233017480819949441e-01
-2.616874277735762977e+00,-5.962804630944369855e+00,4.211794731704626704e-01,3.900893893259511636e-01
-2.632822532731659670e+00,-5.915450253398208069e+00,4.234410747559509414e-01,3.575304101471346030e-01
-2.647178271107438086e+00,-5.867565789906079132e+00,4.258294756282388072e-01,3.256065020170866298e-01
-2.659979961101159862e+00,-5.819225362438429805e+00,4.283465057670448606e-01,2.943066200825597001e-01
-2.671255667105158604e+00,-5.770588345881899173e+00,4.309963510208002502e-01,2.636224994202687189e-01
-2.681088336427541741e+00,-5.721612974650099659e+00,4.337832715692959140e-01,2.335476796309889913e-01
-2.689532304544373975e+00,-5.672353040316115980e+00,4.367119047029871526e-01,2.040874324027206477e-01
-2.696625693552137104e+00,-5.622856152254967377e+00,4.397881030581020645e-01,1.752468751644311595e-01
-2.702379610374915586e+00,-5.573229509899758405e+00,4.430184564458110597e-01,1.470329268471779471e-01
-2.706814831549285039e+00,-5.523480804295836322e+00,4.464136337731058890e-01,1.194626066336137438e-01
-2.709951232193947401e+00,-5.473606712712044242e+00,4.499791209188213070e-01,9.255176191759173498e-02
-2.711806366457891748e+00,-5.423644390742625276e+00,4.537230407655944431e-01,6.630211648635864208e-02
-2.712400675134706507e+00,-5.373679149918525688e+00,4.576545013816605834e-01,4.073554069110407738e-02
-2.711760673152651346e+00,-5.323735085686425172e+00,4.617792326721247287e-01,1.589392970470671074e-02
-2.709912322982420463e+00,-5.273795577909728749e+00,4.661168030979509491e-01,-8.231724314808008813e-03
-2.706882688509204549e+00,-5.223892950849235106e+00,4.706729331734418320e-01,-3.165341910354935173e-02
-2.702705401901165594e+00,-5.174104424853649853e+00,4.754590216264564240e-01,-5.433975632139098622e-02
-2.697411199165156148e+00,-5.124428218383282996e+00,4.804871667123267742e-01,-7.628011220992347852e-02
-2.691029592568518147e+00,-5.074859444894388005e+00,4.857698676512048341e-01,-9.746599703855696184e-02
-2.683594259984863672e+00,-5.025425089754644858e+00,4.913141391665505897e-01,-1.178871393917755306e-01
-2.675147034036713833e+00,-4.976186478125929291e+00,4.971385166837817282e-01,-1.375419611694188582e-01
-2.665716451966556377e+00,-4.927115339666669591e+00,5.032576531496214534e-01,-1.564375187430517844e-01
