x_m,y_m,w_tr_right_m,w_tr_left_m
4.168762488102700781e-01,-4.355258688641291620e+00,8.742903611812480325e-01,9.400115190010495114e-01
3.951266901358095884e-01,-4.415189694139089127e+00,8.766532737053241986e-01,9.424477542682158093e-01
3.729452628639885470e-01,-4.475042024511376226e+00,8.791247943537654486e-01,9.446603948634364478e-01
3.503294199290875044e-01,-4.534814965138187048e+00,8.816074897525871812e-01,9.467630139584366500e-01
3.272766142653871224e-01,-4.594507801399554836e+00,8.840230787335101592e-01,9.488789292326940128e-01
3.037842988071685069e-01,-4.654119818675511944e+00,8.863338183761728661e-01,9.511343322702190406e-01
2.798499264887120974e-01,-4.713650302346090726e+00,8.885593060835244028e-01,9.536517524519945166e-01
2.554709502442991109e-01,-4.773098537791327978e+00,8.907849719778933029e-01,9.565450643301672828e-01
2.306448230082095430e-01,-4.832463810391254277e+00,8.931591641354066358e-01,9.599147384503663449e-01
2.053690078990212664e-01,-4.891745382277547627e+00,8.958805145855613938e-01,9.638453861446621973e-01
1.796448341081870459e-01,-4.950933690245011398e+00,8.991771303324975761e-01,9.684040437712819749e-01
1.534833008054919956e-01,-5.009997096797801142e+00,9.032810019326400486e-01,9.736407505862852974e-01
1.268968943991959086e-01,-5.068900569423749225e+00,9.084028578204432769e-01,9.795897186334238116e-01
9.989810129755760659e-02,-5.127609075610682687e+00,9.147101517039315510e-01,9.862711913495607607e-01
7.249940790883652175e-02,-5.186087582846430344e+00,9.223121232284621218e-01,9.936938660137923929e-01
4.471330064129148962e-02,-5.244301058618822786e+00,9.312529751595963745e-01,1.001857343944723366e+00
1.655226590318262248e-02,-5.302214470415688830e+00,9.415119541378164092e-01,1.010753502345097754e+00
-1.197120989723148531e-02,-5.359792785724857289e+00,9.530094882448764126e-01,1.020367298351438023e+00
-4.084464035169137197e-02,-5.417000972034158757e+00,9.656151108713300069e-01,1.030675398049669012e+00
-7.005553905193778741e-02,-5.473803996831420271e+00,9.791555795756643477e-01,1.041641787673762920e+00
-9.959141958971114150e-02,-5.530166827604469759e+00,9.934202023333622567e-01,1.053212244637644845e+00
-1.294397955567527514e-01,-5.586054431841141366e+00,1.008164227999355900e+00,1.065306755690324403e+00
-1.595881805448030599e-01,-5.641431777029259464e+00,1.023106866172763585e+00,1.077812330607901936e+00
-1.900240881456027875e-01,-5.696263830656656424e+00,1.037930281292066104e+00,1.090578086621537324e+00
-2.207350319508926961e-01,-5.750515560211160171e+00,1.052280694512907511e+00,1.103414751445214614e+00
