x_m,y_m,w_tr_right_m,w_tr_left_m
-1.527543575067672688e+00,-2.222719498460789200e+00,5.034450475401263114e-01,7.052631196683192272e-01
-1.499189807949163011e+00,-2.168718111473005195e+00,5.036182409602314447e-01,6.949567259658925300e-01
-1.471343299804774851e+00,-2.114794038564557166e+00,5.049024414506509961e-01,6.857719828764518022e-01
-1.444056951885730467e+00,-2.060935904177712441e+00,5.070405445890908691e-01,6.778531662892577359e-01
-1.417383665443251006e+00,-2.007132332754741011e+00,5.098013685114419768e-01,6.712756899776772812e-01
-1.391376341728559174e+00,-1.953371948737909536e+00,5.129951496700448921e-01,6.660416969706941526e-01
-1.366087881992878117e+00,-1.899643376569488895e+00,5.164792003353966265e-01,6.620827049294193412e-01
-1.341571187487427430e+00,-1.845935240691746193e+00,5.201595320500282948e-01,6.592684340602522619e-01
-1.317879159463431815e+00,-1.792236165546952087e+00,5.239865865372065334e-01,6.574205285406067301e-01
-1.295064699172111089e+00,-1.738534775577371461e+00,5.279488337150748389e-01,6.563290263891765619e-01
-1.273180707864687289e+00,-1.684819695225273639e+00,5.320644706301053128e-01,6.557695830467926701e-01
-1.252280086792383784e+00,-1.631079548932928613e+00,5.363728960370364174e-01,6.555204550178687084e-01
-1.232415737206421280e+00,-1.577302961142603266e+00,5.409248198839430311e-01,6.553774238981584510e-01
-1.213640560358022480e+00,-1.523478556296567366e+00,5.457735346353006500e-01,6.551660149480256212e-01
-1.196007457498410309e+00,-1.469594958837090237e+00,5.509652441071773987e-01,6.547504362232783315e-01
-1.179569329878804806e+00,-1.415640793206438097e+00,5.565311376826600487e-01,6.540388880069664124e-01
-1.164379078750429342e+00,-1.361604683846881159e+00,5.624801161952484030e-01,6.529848736698792289e-01
-1.150489605364505730e+00,-1.307475255200687414e+00,5.687949770807333438e-01,6.515851704124462351e-01
-1.137953810972256008e+00,-1.253241131710125522e+00,5.754316452292922435e-01,6.498741907589755673e-01
-1.126824596824901548e+00,-1.198890937817463698e+00,5.823220736116558882e-01,6.479158163954996663e-01
-1.117154864173665496e+00,-1.144413297964970821e+00,5.893803795309411342e-01,6.457936105424282314e-01
-1.108997514269768780e+00,-1.089796836594914886e+00,5.965112052850156665e-01,6.435998930705706389e-01
-1.102405448364434104e+00,-1.035030178149565216e+00,6.036182545088031315e-01,6.414251160542492336e-01
-1.097431567708883060e+00,-9.801019470711895831e-01,6.106112932783704927e-01,6.393483829327242240e-01
-1.094128773554338130e+00,-9.250007678020570889e-01,6.174100036058218777e-01,6.374303419244072844e-01
-1.092549967152020907e+00,-8.697152647844353934e-01,6.239438176764191546e-01,6.357089893122543911e-01
-1.092748049753153650e+00,-8.142340624605939325e-01,6.301481640743611390e-01,6.341986442646181388e-01
-1.094775922608957952e+00,-7.585457852728006989e-01,6.359580328389882187e-01,6.328924083464710915e-01
-1.098686486970656073e+00,-7.026390576633243512e-01,6.413010088697060906e-01,6.317668671766114574e-01
-1.104532644089470717e+00,-6.465025040744331042e-01,6.460920528159246334e-01,6.307890740142980679e-01
-1.112363433268632740e+00,-5.901252561771327398e-01,6.502321998055667907e-01,6.299232801072515153e-01
-1.122165452833306931e+00,-5.335046466483711614e-01,6.536122457815481956e-01,6.291369387412270031e-01
-1.133874736132084893e+00,-4.766446493755041036e-01,6.561215371362622006e-01,6.284048525665971718e-01
-1.147425862952334175e+00,-4.195494291568017120e-01,6.576607578786818342e-01,6.277102033613333187e-01
-1.162753413081421217e+00,-3.622231507905345205e-01,6.581562000866982842e-01,6.270434552654313709e-01
-1.179791966306713791e+00,-3.046699790749725079e-01,6.575730868259722639e-01,6.263989175956881095e-01
-1.198476102415578337e+00,-2.468940788083869298e-01,6.559251652524342724e-01,6.257711343744460919e-01
-1.218740401195383516e+00,-1.888996147890472932e-01,6.532786753139444569e-01,6.251513509199354557e-01
-1.240519442433495101e+00,-1.306907518152245207e-01,6.497499288332763134e-01,6.245251911120915933e-01
-1.263747805917280864e+00,-7.227165468518859104e-02,6.454971083929194053e-01,6.238724012862673085e-01
-1.288360071434107912e+00,-1.364648819720984396e-02,6.407073869585609982e-01,6.231679806660119780e-01
-1.314290818771342906e+00,4.518058285044094374e-02,6.355822509120554464e-01,6.223857043745057993e-01
-1.341474627716353840e+00,1.042053936594936614e-01,6.303214906740042256e-01,6.215024101888961816e-01
-1.369846078056507377e+00,1.634237794316777681e-01,6.251094871587303814e-01,6.205023639907838451e-01
-1.399339749579170844e+00,2.228315753687234446e-01,6.201027581383735665e-01,6.193819700457744437e-01
-1.429890222071711126e+00,2.824246166723595186e-01,6.154220390594580259e-01,6.181530683403557713e-01
-1.461432075321495772e+00,3.421987385443162055e-01,6.111481178940513237e-01,6.168458318464631329e-01
-1.493899889115892332e+00,4.021497761863230269e-01,6.073211269766694009e-01,6.155099178463638854e-01
-1.527228243242266803e+00,4.622735648001091158e-01,6.039438463995698836e-01,6.142140980552937002e-01
-1.561351717487987401e+00,5.225659395874048263e-01,6.009886775758701560e-01,6.130433924429024017e-01
-1.596204891640420787e+00,5.830227357499395691e-01,5.984066893599955250e-01,6.120938960185048350e-01
-1.631722345486933845e+00,6.436397884894425880e-01,5.961395860941538505e-01,6.114645193110368471e-01
-1.667838658814895014e+00,7.044129330076442930e-01,5.941317635706386824e-01,6.112460187476727036e-01
-1.704488411411670068e+00,7.653380045062733172e-01,5.923436921621122453e-01,6.115086272052745464e-01
-1.741606183064627000e+00,8.264108381870602926e-01,5.907633771874860606e-01,6.122899350126025375e-01
-1.779126553561132695e+00,8.876272692517341856e-01,5.894160652249480492e-01,6.135850920714852608e-01
-1.816984102688554037e+00,9.489831329020246287e-01,5.883694578950782184e-01,6.153421608401096199e-01
-1.855113410234259019e+00,1.010474264339661588e+00,5.877346572672912384e-01,6.174641774288341933e-01
-1.893449055985614082e+00,1.072096498766374584e+00,5.876605175155684702e-01,6.198178670864112894e-01
-1.931925619729986776e+00,1.133845671383893583e+00,5.883224503429098640e-01,6.222497669845975521e-01
-1.970477681254743763e+00,1.195717617393947219e+00,5.899054928578810753e-01,6.246046219418390777e-01
-2.009039820347252370e+00,1.257708171998266122e+00,5.925836636885902786e-01,6.267450985887227377e-01
-2.047546616794881036e+00,1.319813170398579816e+00,5.964986217944030500e-01,6.285686115204652813e-01
-2.085932650384994869e+00,1.382028447796617154e+00,6.017398470827561852e-01,6.300186203867839119e-01
-2.124132500904961862e+00,1.444349839394108104e+00,6.083299889214349720e-01,6.310891919253963644e-01
-2.162080748142150455e+00,1.506773180392783296e+00,6.162169994981173682e-01,6.318231147256182512e-01
-2.199711971883925976e+00,1.569294305994370919e+00,6.252748101538042613e-01,6.323047425941206168e-01
-2.236960751917655976e+00,1.631909051400600941e+00,6.353117523623508234e-01,6.326490419910688612e-01
-2.273761668030708893e+00,1.694613251813204213e+00,6.460866635664803681e-01,6.329889182804174785e-01
-2.310049300010450501e+00,1.757402742433908927e+00,6.573299988979890429e-01,6.334622760400351327e-01
-2.345758227644248350e+00,1.820273358464445268e+00,6.687674662193477948e-01,6.341986666467142042e-01
-2.380823030719467770e+00,1.883220935106538985e+00,6.801441225035200766e-01,6.353073383489558079e-01
-2.415178289023480307e+00,1.946241307561927814e+00,6.912447812350120957e-01,6.368667909800764804e-01
-2.448758582343650403e+00,2.009330311032337057e+00,7.019095692016317223e-01,6.389166364511618124e-01
-2.481498490467345608e+00,2.072483780719495350e+00,7.120419405138911362e-01,6.414529390100510708e-01
-2.513332593181933472e+00,2.135697551825134433e+00,7.216085990528607885e-01,6.444276396851388311e-01
-2.544195470274780657e+00,2.198967459550982717e+00,7.306316813206690242e-01,6.477531191476798567e-01
-2.574021701533253825e+00,2.262289339098769503e+00,7.391743796463495775e-01,6.513105229742603974e-01
-2.602745866744720971e+00,2.325659025670225422e+00,7.473235406045839468e-01,6.549626141760277465e-01
-2.630302545696548311e+00,2.389072354467079329e+00,7.551710456297446861e-01,6.585674925805207192e-01
-2.656626318176105173e+00,2.452525160691060968e+00,7.627980423014687483e-01,6.619928450366546757e-01
-2.681651763970756441e+00,2.516013279543900971e+00,7.702638522613516336e-01,6.651283689373322927e-01
-2.705313462867870999e+00,2.579532546227327749e+00,7.776021057708633055e-01,6.678945650645592425e-01
-2.727545994654814177e+00,2.643078795943071047e+00,7.848213657139173627e-01,6.702480595835945687e-01
-2.748283939118953967e+00,2.706647863892860606e+00,7.919137504904144587e-01,6.721850528136029679e-01
-2.767461876047658365e+00,2.770235585278426171e+00,7.988617327087574882e-01,6.737392564156782226e-01
-2.785014385228293587e+00,2.833837795301498819e+00,8.056517945792812663e-01,6.749799021502509433e-01
-2.800876046448227630e+00,2.897450329163805627e+00,8.122822146793149400e-01,6.760062962174410162e-01
-2.814981439494826709e+00,2.961069022067077228e+00,8.187706036399318155e-01,6.769410205486425802e-01
-2.827265144155457932e+00,3.024689709213043365e+00,8.251582735033005100e-01,6.779216863241250834e-01
-2.837661740217489736e+00,3.088308225803434226e+00,8.315116154642725466e-01,6.790911906512711038e-01
-2.846105807468288784e+00,3.151920407039979999e+00,8.379213784595557213e-01,6.805878685306663289e-01
-2.852531925695220849e+00,3.215522088124407318e+00,8.444981364688022296e-01,6.825353539829048799e-01
-2.856874678044940996e+00,3.279109103424122207e+00,8.513698599258169297e-01,6.850347439575564801e-01
-2.859090642632821755e+00,3.342671824539022563e+00,8.586752871594399705e-01,6.881585100821111523e-01
-2.859210710952785117e+00,3.406182166270350642e+00,8.665572412360380561e-01,6.919473250962752120e-01
-2.857281453231994561e+00,3.469608149379960427e+00,8.751546018017926087e-01,6.964099476748257800e-01
-2.853349439697614010e+00,3.532917794629708119e+00,8.845936474031799168e-01,7.015254396149817051e-01
-2.847461240576806496e+00,3.596079122781451698e+00,8.949789284216156382e-01,7.072475741129982119e-01
-2.839663426096736387e+00,3.659060154597045145e+00,9.063840015862819621e-01,7.135103015993471409e-01
-2.830002566484567605e+00,3.721828910838346882e+00,9.188435301993118642e-01,7.202329787204290179e-01
-2.818525231967463185e+00,3.784353412267211336e+00,9.323482866726962026e-01,7.273269246061305759e-01
-2.805277992772586160e+00,3.846601679645496485e+00,9.468436089860308158e-01,7.346997465504121472e-01
-2.790307419127101340e+00,3.908541733735056756e+00,9.622313757855005534e-01,7.422597129030163998e-01
-2.773660081258172205e+00,3.970141595297748793e+00,9.783761389128167174e-01,7.499188815374001615e-01
-2.755382549392962677e+00,4.031369285095430577e+00,9.951132015464332348e-01,7.575960096246001640e-01
-2.735521393758636233e+00,4.092192823889956976e+00,1.012257748696215431e+00,7.652190369913358658e-01
-2.714123184582355020e+00,4.152580232443183306e+00,1.029612835297706752e+00,7.727288838463439724e-01
-2.691234492091284736e+00,4.212499531516967544e+00,1.046975299440138230e+00,7.800840289579699105e-01
-2.666901886512587971e+00,4.271918741873165004e+00,1.064138811557275632e+00,7.872657172055246289e-01
-2.641171938073429537e+00,4.330805884273631889e+00,1.080895363269704479e+00,7.942842736794287761e-01
-2.614091217000971579e+00,4.389128979480225290e+00,1.097036308024117224e+00,8.011841117419225000e-01
-2.585706293522378907e+00,4.446856048254801408e+00,1.112355199462714106e+00,8.080456685141937934e-01
-2.556063737864814112e+00,4.503955111359214669e+00,1.126654489815687388e+00,8.149857735878502929e-01
-2.525210120255442003e+00,4.560394189555323052e+00,1.139755476156492087e+00,8.221500199611020410e-01
-2.493192010921426505e+00,4.616141303604982760e+00,1.151511325476006986e+00,8.296997084428684444e-01
-2.460055980089929317e+00,4.671164474270048217e+00,1.161820334358376172e+00,8.377925155870251661e-01
-2.425848597988116140e+00,4.725431722312377403e+00,1.170636592484032068e+00,8.465623183510623262e-01
-2.390616434843150007e+00,4.778911068493829184e+00,1.177975315181198468e+00,8.560938244843389056e-01
-2.354406060882194396e+00,4.831570533576253546e+00,1.183910821581987571e+00,8.664000042125103995e-01
-2.317264046332412342e+00,4.883378138321511130e+00,1.188568191341612401e+00,8.774030352341065653e-01
-2.279236961420968210e+00,4.934301903491456365e+00,1.192108967340151482e+00,8.889211562538174016e-01
-2.240371376375026369e+00,4.984309849847947227e+00,1.194714256238126771e+00,9.006646202448851390e-01
-2.200713861421748962e+00,5.033369998152838143e+00,1.196567563179633087e+00,9.122425018231010707e-01
-2.160310986788302134e+00,5.081450369167986203e+00,1.197841469139244941e+00,9.231823572802468902e-01
-2.119209322701846698e+00,5.128518983655248498e+00,1.198686225918752735e+00,9.329618099728729241e-01
-2.077455439389546576e+00,5.174543862376478565e+00,1.199227266573253070e+00,9.410551165748649582e-01
-2.035095907078567912e+00,5.219493026093535271e+00,1.199561112905340288e+00,9.469880300341579904e-01
-1.992177295996072184e+00,5.263334495568275706e+00,1.199759620317957465e+00,9.503978561313551898e-01
-1.948746176369224203e+00,5.306036291562553409e+00,1.199873451810510527e+00,9.510896149096713659e-01
-1.904849118425187005e+00,5.347566434838224581e+00,1.199936259853432219e+00,9.490814332033975509e-01
-1.860532692391124066e+00,5.387892946157146312e+00,1.199969555762931295e+00,9.446256207716959841e-01
-1.815843468494199531e+00,5.426983846281176582e+00,1.199986308909233745e+00,9.382023622219426429e-01
-1.770828016961576878e+00,5.464807155972168928e+00,1.199994617395047980e+00,9.304830803845912657e-01
-1.725532908020419587e+00,5.501330895991980441e+00,1.199998338322773028e+00,9.222617223970888123e-01
-1.680004711897892244e+00,5.536523087102468210e+00,1.199999709576111684e+00,9.143699642319315091e-01
-1.634289998821160106e+00,5.570351750065487551e+00,1.200000000000000178e+00,9.075822155189057217e-01
-1.588435339017381986e+00,5.602784905642895552e+00,1.200000000000000178e+00,9.025274163287229090e-01
-1.542487302713724251e+00,5.633790574596548417e+00,1.200000000000000178e+00,8.996209157704508907e-01
-1.496492460137350378e+00,5.663336777688300572e+00,1.200000000000000178e+00,8.990241925564239622e-01
-1.450497381515424511e+00,5.691391535680011771e+00,1.200000000000000178e+00,9.006381054702313760e-01
-1.404548637075109907e+00,5.717922869333535552e+00,1.200000000000000178e+00,9.041274087239717927e-01
-1.358692797043569822e+00,5.742898799410728117e+00,1.200000000000000178e+00,9.089724294295992157e-01
-1.312976431647968401e+00,5.766287346673446557e+00,1.200000000000000178e+00,9.145372140337824085e-01
-1.267446111115469787e+00,5.788056531883547073e+00,1.199999549135010390e+00,9.201471687511559860e-01
-1.222148405673236349e+00,5.808174375802884981e+00,1.199998175693975710e+00,9.251636752420298038e-01
-1.177129885548433341e+00,5.826608899193318258e+00,1.199995263700076809e+00,9.290484834698971017e-01
-1.132437120968223354e+00,5.843328122816702219e+00,1.199988696590377213e+00,9.314135738832671763e-01
-1.088116682159770310e+00,5.858300067434892178e+00,1.199975693644972807e+00,9.320477547790516626e-01
-1.044215139350238131e+00,5.871492753809747001e+00,1.199950365611047065e+00,9.309260755532486886e-01
-1.000779062766790073e+00,5.882874202703118449e+00,1.199903140675632862e+00,9.281975037586291943e-01
-9.578550226365902809e-01,5.892412434876868943e+00,1.199819180797157214e+00,9.241559754575717767e-01
-9.154895891868016777e-01,5.900075471092846691e+00,1.199674738571847143e+00,9.192037070212881744e-01
-8.737293326445889630e-01,5.905831332112915888e+00,1.199435334165517952e+00,9.138049860394569235e-01
-8.326208232371149487e-01,5.909648038698929184e+00,1.199052981444925781e+00,9.084411691360566588e-01
-7.922106311915437793e-01,5.911493611612741006e+00,1.198462802097337798e+00,9.035729534843528477e-01
-7.525425748167672291e-01,5.911339159935797838e+00,1.197582490499653041e+00,8.996086828137599412e-01
-7.136280895850453110e-01,5.909192134144451103e+00,1.196313369993005082e+00,8.968829988998401337e-01
-6.754575312631067030e-01,5.905083641256075211e+00,1.194542157781344649e+00,8.956437520989625201e-01
-6.380208957660410407e-01,5.899045192128839155e+00,1.192147401393253148e+00,8.960500170481764393e-01
-6.013081790089372936e-01,5.891108297620915479e+00,1.189007452971696299e+00,8.981765246929519497e-01
-5.653093769068857632e-01,5.881304468590474066e+00,1.185009706890936654e+00,9.020198441814503143e-01
-5.300144853749757523e-01,5.869665215895686572e+00,1.180061057823553305e+00,9.075091687127648798e-01
-4.954135003282963412e-01,5.856222050394725542e+00,1.174096989993719697e+00,9.145159742840858197e-01
-4.614964176819372765e-01,5.841006482945758194e+00,1.167088730074105296e+00,9.228616941726672795e-01
-4.282532333509883604e-01,5.824050024406958848e+00,1.159046379658571935e+00,9.323242707052752376e-01
-3.956739432505385623e-01,5.805384185636497385e+00,1.150019532091240748e+00,9.426418492721426734e-01
-3.637485432956777398e-01,5.785040477492545463e+00,1.140093852363803784e+00,9.535163185353847659e-01
-3.324670294014951955e-01,5.763050410833271187e+00,1.129386039751430593e+00,9.646176863035014204e-01
-3.018193974830806203e-01,5.739445496516849765e+00,1.118035866002480061e+00,9.755880859061458743e-01
-2.717956434555234280e-01,5.714257245401449303e+00,1.106199141751044612e+00,9.860520226118151266e-01
-2.423857632339130597e-01,5.687517168345243235e+00,1.094039887616389484e+00,9.956275551007103264e-01
-2.135797527333392620e-01,5.659256776206399664e+00,1.081722846345683609e+00,1.003944216216128726e+00
-1.853676078688911988e-01,5.629507579843089360e+00,1.069406216832740730e+00,1.010661396690959446e+00
-1.577393245556586443e-01,5.598301090113487533e+00,1.057233846804587651e+00,1.015487464655816519e+00
-1.306848987087308733e-01,5.565668817875760510e+00,1.045328332024846985e+00,1.018199700890607406e+00
-1.041943262431974798e-01,5.531642273988080838e+00,1.033782085869453748e+00,1.018654460559123454e+00
-7.825760307414812711e-02,5.496252969308621950e+00,1.022651376981429383e+00,1.016794420169777613e+00
-5.286472511667206220e-02,5.459532414695550173e+00,1.011950731915412405e+00,1.012645244448404647e+00
-2.800568828585901088e-02,5.421512121007040719e+00,1.001650391218044112e+00,1.006303580548322252e+00
-3.670488496798221881e-03,5.382223599101260803e+00,9.916771325429201145e-01,9.979187975033316782e-01
2.015087833542045931e-02,5.341698359836385634e+00,9.819194903693693188e-01,9.876716067657467235e-01
4.346841629570785681e-02,5.299967914070583319e+00,9.722370052874631519e-01,9.757539819765637112e-01
6.629212946897422576e-02,5.257063772662025514e+00,9.624730050141329096e-01,9.623535420580049404e-01
8.863202194013022894e-02,5.213017446468882099e+00,9.524700494761443315e-01,9.476478675548072328e-01
1.104980977940862863e-01,5.167860446349325620e+00,9.420871591342468987e-01,9.318051253253553101e-01
1.319003611157529843e-01,5.121624283161526847e+00,9.312157949204059593e-01,9.149928198146324299e-01
1.528488159900406318e-01,5.074340467763656548e+00,9.197946810785030403e-01,8.973883148995193126e-01
1.733534665018598431e-01,5.026040511013885492e+00,9.078210825789776450e-01,8.791867835924762620e-01
1.934243167361212046e-01,4.976755923770385337e+00,8.953549841335233239e-01,8.606054782182379626e-01
2.130713707777350530e-01,4.926518216891325963e+00,8.825193361660716995e-01,8.418772974370233309e-01
2.323046327116120024e-01,4.875358901234879028e+00,8.694907804316305278e-01,8.232402068408914975e-01
2.511341066226624452e-01,4.823309487659212635e+00,8.564854655858253896e-01,8.049212214878139759e-01
2.695697965957969955e-01,4.770401487022503773e+00,8.437410815204068326e-01,7.871180897149397948e-01
2.876217067159259622e-01,4.716666410182918767e+00,8.314947573969799777e-01,7.699878608363299737e-01
3.052998410679601538e-01,4.662135767998632829e+00,8.199593145028276631e-01,7.536411518983272551e-01
3.226142037368097126e-01,4.606841071327809622e+00,8.093151330089830564e-01,7.381357885928087059e-01
3.395747988073853918e-01,4.550813831028626133e+00,7.996906002388974866e-01,7.234890855199955784e-01
3.561916303645976667e-01,4.494085557959253130e+00,7.911577763392965146e-01,7.096880333381073713e-01
3.724747024933559580e-01,4.436687762977862270e+00,7.837321128446989027e-01,6.967034434284250510e-01
3.884340192785727952e-01,4.378651956942618995e+00,7.773732231862245934e-01,6.845055550229836028e-01
4.040795848051575434e-01,4.320009650711698512e+00,7.719884338747307062e-01,6.730761217236006511e-01
4.194214031580210111e-01,4.260792355143270704e+00,7.674352430296563776e-01,6.624220254741429725e-01
4.344694784220731187e-01,4.201031581095507228e+00,7.635216694296952378e-01,6.525819310001521600e-01
4.492338146822251188e-01,4.140758839426577076e+00,7.600075178117504660e-01,6.436313694599328228e-01
4.637244160233869317e-01,4.080005640994654570e+00,7.566075884762036852e-01,6.356832342929604751e-01
4.779512865304691993e-01,4.018803496657908703e+00,7.530013108580078107e-01,6.288822260811758325e-01
4.919244302883826747e-01,3.957183917274510687e+00,7.488514138024238154e-01,6.233928385877193223e-01
5.056538513820374448e-01,3.895178413702631293e+00,7.438342213924782342e-01,6.193793767225151958e-01
5.191495538963445400e-01,3.832818496800442176e+00,7.376790776373036707e-01,6.169794191061869215e-01
5.324215419162137142e-01,3.770135677426112331e+00,7.302138066839970465e-01,6.162757163219730883e-01
5.454798195265562200e-01,3.707161466437815633e+00,7.214049195065690423e-01,6.172645930350346699e-01
5.583343908122819776e-01,3.643927374693721521e+00,7.113865926817664054e-01,6.198337926912664830e-01
5.709952598583017958e-01,3.580464913052000764e+00,7.004665991512500911e-01,6.237527467019146066e-01
5.834724307495260387e-01,3.516805592370825906e+00,6.891066380260026936e-01,6.286799990618244793e-01
5.957759075708652929e-01,3.452980923508365052e+00,6.778766771438701211e-01,6.341897076715928838e-01
6.079156944072301449e-01,3.389022417322792524e+00,6.673890943069017423e-01,6.398128631859231197e-01
6.199017953435308481e-01,3.324961584672275539e+00,6.582263967935947369e-01,6.450885070026632917e-01
6.317442144646783220e-01,3.260829936414989305e+00,6.508715170634536973e-01,6.496124321973173465e-01
