x_m,y_m,throttle,heading_rad
-2.613150427736460113e+00,3.422925788839204397e+00,4.974729844931733980e-01,3.062253059435272373e+00
-2.616422888409220882e+00,3.373098486877279090e+00,5.017734782152647455e-01,3.078866197502378999e+00
-2.619047770427233246e+00,3.323230367161071008e+00,5.062163889487941715e-01,3.095338429574253425e+00
-2.621013728093366524e+00,3.273383068813054741e+00,5.108204139583939485e-01,3.111686708565489567e+00
-2.622311738136338999e+00,3.223502921457176207e+00,5.156059013454072915e-01,3.127915347631183618e+00
-2.622927482312424896e+00,3.173590052752873536e+00,5.205925587732828097e-01,-3.139122444192798955e+00
-2.622845235929905705e+00,3.123647422842751986e+00,5.257981706311356529e-01,-3.123039854934155812e+00
-2.622048545486010962e+00,3.073680778198769392e+00,5.312395397277434039e-01,-3.107020459731030471e+00
-2.620525636685707038e+00,3.023825771384532235e+00,5.369341632723787505e-01,-3.091062059541379803e+00
-2.618260234946659715e+00,2.973985704425816667e+00,5.428969445712137354e-01,-3.075154681508367016e+00
-2.615236227465032925e+00,2.924152546184838553e+00,5.491466985730117933e-01,-3.059292380313179294e+00
-2.611438515562308993e+00,2.874337490491194913e+00,5.556992641895150964e-01,-3.043485605458515764e+00
-2.606858008906553614e+00,2.824605960337350563e+00,5.625682949513091113e-01,-3.027729550064115482e+00
-2.601489183758959545e+00,2.775018736364597505e+00,5.697777436974752474e-01,-3.012025223053713674e+00
-2.595310410833555625e+00,2.725485969037111822e+00,5.773481514968519246e-01,-2.996379705710350283e+00
-2.588310008592692224e+00,2.676025344647590565e+00,5.853019580148125511e-01,-2.980791241010022574e+00
-2.580483640784156929e+00,2.626693435056906889e+00,5.936666542890357556e-01,-2.965256225719861138e+00
-2.571834399680458461e+00,2.577567828050327581e+00,6.024599245347606047e-01,-2.949783686782363024e+00
-2.562336598148390099e+00,2.528558743953781107e+00,6.117061688816470832e-01,-2.934380415495144057e+00
-2.551982515993776346e+00,2.479689009420590118e+00,6.214448044046811948e-01,-2.919053810667556981e+00
-2.540778818748236745e+00,2.431037138466441316e+00,6.314066820493579035e-01,-2.903825087318868015e+00
-2.528721128588453215e+00,2.382618427864367838e+00,6.412138109488791926e-01,-2.888718727409709253e+00
-2.515789812357221322e+00,2.334390937246747288e+00,6.508731862402932222e-01,-2.873759254792275897e+00
-2.501981242584903065e+00,2.286379677506285013e+00,6.603912914186538252e-01,-2.858983758506082218e+00
-2.487317335856916944e+00,2.238686166004355549e+00,6.697741492448060496e-01,-2.844412107706664194e+00
-2.471774202249496177e+00,2.191252926099330978e+00,6.790273663200988574e-01,-2.830072161314427071e+00
-2.455350755102968741e+00,2.144090701882436445e+00,6.881561722651451385e-01,-2.815994449289783041e+00
-2.438070497606323439e+00,2.097246498275670223e+00,6.971654542801317689e-01,-2.802208409405236189e+00
-2.419966970404485718e+00,2.050741625885010855e+00,7.060597877351665330e-01,-2.788764373693458865e+00
-2.401056027395729320e+00,2.004533272748006301e+00,7.148434633342007904e-01,-2.775677323806950980e+00
-2.381374415905449737e+00,1.958626595687950944e+00,7.235205113102466390e-01,-2.762973541607663286e+00
-2.360986057337673305e+00,1.913081693044798914e+00,7.320947230390661975e-01,-2.750680916880373417e+00
-2.339900981779898803e+00,1.867832305093225065e+00,7.405696704001946129e-01,-2.738839504003758307e+00
-2.318157531699827967e+00,1.822875989737469560e+00,7.489487231657847577e-01,-2.727484773889379710e+00
-2.295810676944779249e+00,1.778239813386326862e+00,7.572350646573794419e-01,-2.716624539417326734e+00
-2.272890492374020077e+00,1.733896450705347148e+00,7.654317058769328774e-01,-2.706290871711581225e+00
-2.249428142599770197e+00,1.689820462492366726e+00,7.735414982899611047e-01,-2.696516285109822775e+00
-2.225471350578668073e+00,1.646015838065663761e+00,7.815671454147007369e-01,-2.687331991899236439e+00
-2.201063290430080865e+00,1.602474957636334851e+00,7.895112133508239705e-01,-2.678749766026872425e+00
-2.176231344053872085e+00,1.559160690286830242e+00,7.973761403639418877e-01,-2.670795796278394807e+00
-2.151018680216214563e+00,1.516063022412539096e+00,8.051642456273767623e-01,-2.663500490954568534e+00
-2.125472874196499884e+00,1.473177442544735705e+00,8.128777372100361998e-01,-2.656885329058500389e+00
-2.099622031637420783e+00,1.430465512928521088e+00,8.205187193883601848e-01,-2.650965960756467066e+00
-2.073508800343439429e+00,1.387912620782876250e+00,8.280891993509644777e-01,-2.645763924784891863e+00
-2.047173981445307600e+00,1.345500174806863347e+00,8.355910933565097176e-01,-2.641308737391243611e+00
-2.020652920598107638e+00,1.303200231747297488e+00,8.430262323983360728e-01,-2.637611080393834850e+00
-1.993987893772969144e+00,1.260995633240320934e+00,8.503963674232976055e-01,-2.634686211275487189e+00
-1.967213860486158872e+00,1.218857384434957059e+00,8.577031741469458570e-01,-2.632547741199816826e+00
-1.940367442433396539e+00,1.176759119525866426e+00,8.649482575025815301e-01,-2.631202046384076176e+00
-1.913494107904386565e+00,1.134688435564080722e+00,8.721331557576275095e-01,-2.630639309538974402e+00
-1.886628020774913317e+00,1.092615450466494664e+00,8.792593443272382903e-01,-2.630854646127210650e+00
-1.859796667275388726e+00,1.050500175895025867e+00,8.762493269953980368e-01,-2.631846975752324624e+00
-1.833053750584109576e+00,1.008344366426316308e+00,8.690984580845153573e-01,-2.633609112944925279e+00
-1.806438726603529776e+00,9.661283443586097253e-01,8.618882622648224023e-01,-2.636126116827583132e+00
-1.779958177871648672e+00,9.237807049522671621e-01,8.546172379579464184e-01,-2.639387365258625273e+00
-1.753679351305750478e+00,8.813277616779718882e-01,8.472838191538082375e-01,-2.643381844124927937e+00
-1.727642219342083507e+00,8.387543175330575140e-01,8.398863714722707430e-01,-2.648104038481206235e+00
-1.701854203430812174e+00,7.959926503433878420e-01,8.324231879097615527e-01,-2.653528676271991849e+00
-1.676366983515236164e+00,7.530489736238108467e-01,8.248924842395184420e-01,-2.659637966500443262e+00
-1.651230281189973725e+00,7.099296798518114349e-01,8.172923940303361556e-01,-2.666413525855621636e+00
-1.626466329992747539e+00,6.665965734732690606e-01,8.096209632444255622e-01,-2.673846496320956501e+00
-1.602089349262405316e+00,6.229975456109047016e-01,8.018761443700801461e-01,-2.681910004660049029e+00
-1.578167141696603437e+00,5.791789439266621375e-01,7.940557900392262169e-01,-2.690584085429052585e+00
-1.554734489887775739e+00,5.351332302625403381e-01,7.861576460734919225e-01,-2.699861636342653082e+00
-1.531782888551932009e+00,4.907717843243576405e-01,7.781793438949706765e-01,-2.709738838533930494e+00
-1.509373476118838209e+00,4.461409315653194763e-01,7.701183922292734740e-01,-2.720216282984406764e+00
-1.487547991778777945e+00,4.012573317216280855e-01,7.619721680184882162e-01,-2.731294049018367254e+00
-1.466328496587243846e+00,3.561024709235767749e-01,7.537379064501064097e-01,-2.742960460157039648e+00
-1.445706896998087077e+00,3.105926556989234144e-01,7.454126899944637508e-01,-2.755214134780002766e+00
-1.425753487753737003e+00,2.648197845048198551e-01,7.369934363274727174e-01,-2.768053143095161150e+00
-1.406493843890858297e+00,2.187875818668315875e-01,7.284768849968890070e-01,-2.781476787760786884e+00
-1.387936054072582248e+00,1.724614473336315845e-01,7.198595826685671994e-01,-2.795478598527046721e+00
-1.370084597394777504e+00,1.257963138170671291e-01,7.111378667633708739e-01,-2.810035714688821962e+00
-1.352992757699638560e+00,7.888121548812405959e-02,7.023078472648243142e-01,-2.825105248185357354e+00
-1.336678594075958459e+00,3.172573615580160517e-02,6.933653864411937207e-01,-2.840647341740418330e+00
-1.321148882322949136e+00,-1.568778386438548361e-02,6.843060761820978222e-01,-2.856612084719657219e+00
-1.306394016062038421e+00,-6.342977485166691187e-02,6.757730384795072043e-01,-2.872956807018599790e+00
-1.292459619514171987e+00,-1.113865137758776463e-01,6.679581167967438837e-01,-2.889649160589891519e+00
-1.279354747501987744e+00,-1.595443926099395782e-01,6.608037378616140600e-01,-2.906646509507273102e+00
-1.267086122521699165e+00,-2.078900978578456238e-01,6.542659845381495476e-01,-2.923907222517877713e+00
-1.255637183412056546e+00,-2.565002328857597935e-01,6.483091527768232165e-01,-2.941398901464810312e+00
-1.245022664536417745e+00,-3.053173405039389388e-01,6.429001202374338142e-01,-2.959095464784939455e+00
-1.235268811596518690e+00,-3.542835393374123010e-01,6.380072076412691695e-01,-2.976950672062713465e+00
-1.226404955081105363e+00,-4.033949601941148044e-01,6.336065607597226590e-01,-2.994930275523327357e+00
-1.218467398267281121e+00,-4.526480498232042793e-01,6.296806898972002742e-01,-3.013018498580113391e+00
-1.211488978947947270e+00,-5.020649607890189658e-01,6.262095775973391953e-01,-3.031175590839626288e+00
-1.205508258806210042e+00,-5.516584713474075308e-01,6.231782110075205772e-01,-3.049368926773604827e+00
-1.200575822113648439e+00,-6.013493812715614562e-01,6.205729601077195623e-01,-3.067574467642785407e+00
-1.196734256020749454e+00,-6.511228141366627309e-01,6.183816147842695621e-01,-3.085783022785522522e+00
-1.194028315928659989e+00,-7.009608747205144930e-01,6.165896700496830141e-01,-3.103952317758175816e+00
-1.192501411428700919e+00,-7.508422708359342446e-01,6.151873744174236602e-01,-3.122059224913237507e+00
-1.192181472412570109e+00,-8.007417651640362788e-01,6.141684523413597496e-01,-3.140090031676686433e+00
-1.193062770896029079e+00,-8.506602776514967656e-01,6.135294616139990165e-01,3.125151830225543215e+00
-1.195108175508687420e+00,-9.005550327672591227e-01,6.132677855672524769e-01,3.107330736996610554e+00
-1.198269248902553930e+00,-9.503842587411095444e-01,6.133830654568148688e-01,3.089648847936757647e+00
-1.202498298020134193e+00,-1.000128388194985174e+00,6.138735087261236734e-01,3.072116634295195770e+00
-1.207750125747113268e+00,-1.049770518947321207e+00,6.147410077047309462e-01,3.054732704845514846e+00
-1.213981946380290555e+00,-1.099296067916202269e+00,6.159835533837700883e-01,3.037530717809479697e+00
-1.221153292883521146e+00,-1.148692471803431037e+00,6.176030043997117192e-01,3.020522919191602540e+00
-1.229225919512015874e+00,-1.197948918882122626e+00,6.196036588361033548e-01,3.003720352381512360e+00
-1.238163700988184290e+00,-1.247056112600936517e+00,6.219952011515071932e-01,2.987115262687281003e+00
-1.247934427272032076e+00,-1.296015181929988325e+00,6.247833641229294521e-01,2.970725200104743280e+00
-1.258504227653571839e+00,-1.344809775761633519e+00,6.279775914476206644e-01,2.954577749495812533e+00
-1.269841403108295186e+00,-1.393428721623963806e+00,6.315951231187355575e-01,2.938690664910214245e+00
-1.281917058806975040e+00,-1.441867320276087661e+00,6.356564999384541892e-01,2.923088490569447195e+00
-1.294703926696330276e+00,-1.490121655957818758e+00,6.401867221652471907e-01,2.907790577704230994e+00
-1.308176248923409224e+00,-1.538188499178027024e+00,6.452149281964302263e-01,2.892819114487623189e+00
-1.322309658996555948e+00,-1.586065227820862900e+00,6.507699437490587213e-01,2.878213473647953435e+00
-1.337081061430015483e+00,-1.633749764711905694e+00,6.568883332856700896e-01,2.864001785566043345e+00
-1.352468510779801347e+00,-1.681240529765756220e+00,6.636131408499023054e-01,2.850217394950877559e+00
-1.368451091097215189e+00,-1.728536404873061594e+00,6.709939438159596703e-01,2.836887011053353724e+00
-1.385008796889727556e+00,-1.775636709758764198e+00,6.790839148838598849e-01,2.824031592933736512e+00
-1.402119633311307512e+00,-1.822533693197557314e+00,6.879380713562716076e-01,2.811653490910304143e+00
-1.419764830381524678e+00,-1.869227642123011401e+00,6.969501727070541719e-01,2.799747574304332964e+00
-1.437927552344554494e+00,-1.915722639741261446e+00,7.058472189159630261e-01,2.788304537472613198e+00
-1.456590283392206420e+00,-1.962019925591999669e+00,7.146335072373848352e-01,2.777315658790548980e+00
-1.475735900214859786e+00,-2.008121167307481247e+00,7.233130739046622626e-01,2.766770073704595490e+00
-1.495347581457331598e+00,-2.054028469674838764e+00,7.318897158017848570e-01,2.756656963189923815e+00
-1.515408724282901298e+00,-2.099744385560513127e+00,7.403670098751188311e-01,2.746969224848224478e+00
-1.535902868180500702e+00,-2.145271927838767301e+00,7.487483305667066436e-01,2.737701110953334904e+00
-1.556813625998817452e+00,-2.190614581606616262e+00,7.570368655101521460e-01,2.728848846127571726e+00
-1.578122553439263109e+00,-2.235771980564868588e+00,7.652356296961368987e-01,2.720410872866043217e+00
-1.599801949028813342e+00,-2.280725712274158212e+00,7.733474782860866314e-01,2.712382334436318931e+00
-1.621846512061100531e+00,-2.325504909247183338e+00,7.813751182284058849e-01,2.704762738871156813e+00
-1.644239683543976982e+00,-2.370115339346389849e+00,7.893211188112612131e-01,2.697551976766746407e+00
-1.666964745693450212e+00,-2.414563282060603555e+00,7.971879212685475391e-01,2.690751738194648190e+00
-1.690004788042475115e+00,-2.458855531046707288e+00,8.049778475408337908e-01,2.684364803110123265e+00
-1.713342678306078781e+00,-2.502999395079850142e+00,8.126931082804134121e-01,2.678391143390497664e+00
-1.736961037622893222e+00,-2.547002697437190211e+00,8.203358101786649703e-01,2.672833972557137727e+00
-1.760824561738055571e+00,-2.590841551648862318e+00,8.279079626845562423e-01,2.667697194486979395e+00
-1.784924803601680265e+00,-2.634543103093185401e+00,8.354114841750133191e-01,2.662986891790964705e+00
-1.809250015573306225e+00,-2.678128654486513049e+00,8.428482076308310145e-01,2.658709142973884720e+00
-1.833781809926868123e+00,-2.721608272193940969e+00,8.502198858657160629e-01,2.654878283124985305e+00
-1.858501475744820164e+00,-2.764992481192287244e+00,8.575281963507189742e-01,2.651512240193935277e+00
-1.883389970654989254e+00,-2.808292254533324428e+00,8.556042931194441925e-01,2.648625164981084801e+00
-1.908410416099778573e+00,-2.851488896426477293e+00,8.482794075005108958e-01,2.646220201914370129e+00
-1.933545849973333786e+00,-2.894599516808462170e+00,8.408907182115943346e-01,2.644300242288995406e+00
-1.958789738273138958e+00,-2.937659684908820346e+00,8.334365283327849205e-01,2.642868727414408259e+00
-1.984121795847238134e+00,-2.980682121283126040e+00,8.259150643646107071e-01,2.641927674670764503e+00
-2.009521377612672577e+00,-3.023679885248492738e+00,8.183244713005912718e-01,2.641481035738074912e+00
-2.034961768630413115e+00,-3.066656715636634001e+00,8.106628072844999089e-01,2.641533541061044765e+00
-2.060396357803362832e+00,-3.109583701309420078e+00,8.029280378087317871e-01,2.642088629259267130e+00
-2.085833497294858230e+00,-3.152525460546887981e+00,7.951180294046754637e-01,2.643147596653358189e+00
-2.111251190501982400e+00,-3.195496141759900155e+00,7.872305427696307811e-01,2.644715101950560587e+00
-2.136627084213310379e+00,-3.238510096041966602e+00,7.792632252675353310e-01,2.646793618016309857e+00
-2.161927677440504070e+00,-3.281563434179426864e+00,7.712136027323140963e-01,2.649384517586096166e+00
-2.187110918225699141e+00,-3.324637926611740291e+00,7.630790704929264479e-01,2.652490526429609030e+00
-2.212182381207426829e+00,-3.367797300613834643e+00,7.548568835278265388e-01,2.656113269980796776e+00
-2.237118545612580611e+00,-3.411056492983218558e+00,7.465441456433348222e-01,2.660252479553420812e+00
-2.261895160483390121e+00,-3.454429806827831850e+00,7.381377975549895387e-01,2.664910638774471430e+00
-2.286453944264473570e+00,-3.497873483163109309e+00,7.296346037328025336e-01,2.670088663994590217e+00
-2.310788354276442025e+00,-3.541443280153025341e+00,7.210311378500361412e-01,2.675783112198517166e+00
-2.334865189639297789e+00,-3.585174322652351364e+00,7.123237666499074860e-01,2.681991341772872239e+00
-2.358640197616622025e+00,-3.629097234727900911e+00,7.035086320147790895e-01,2.688724461994536075e+00
-2.382047267098097887e+00,-3.673185894493530945e+00,6.945816309868113603e-01,2.695972766257421771e+00
-2.405063656246574588e+00,-3.717447682735879333e+00,6.855383934465618667e-01,2.703729547757967033e+00
-2.427701935811459766e+00,-3.761953223211379260e+00,6.763742571049604635e-01,2.711990491470816167e+00
-2.449931892374368481e+00,-3.806695398164108290e+00,6.670842394025512379e-01,2.720776931739118609e+00
-2.471697634096819307e+00,-3.851614208010111451e+00,6.576630058352638253e-01,2.730068090424409011e+00
-2.492993609206108907e+00,-3.896750095986974305e+00,6.481048341350867936e-01,2.739858247035682481e+00
-2.513810731484751315e+00,-3.942139939016219952e+00,6.384035736227221536e-01,2.750142474968944484e+00
-2.534118333820830404e+00,-3.987775273526256825e+00,6.285525989121798496e-01,2.760927778435648072e+00
-2.553870040960966925e+00,-4.033608404355750743e+00,6.185447569774152887e-01,2.772218758984208442e+00
-2.573065477343831731e+00,-4.079695980620542173e+00,6.083723063792794150e-01,2.783996264885511884e+00
-2.591676932887844398e+00,-4.126032232227606400e+00,5.980268471851719614e-01,2.796257250473152212e+00
-2.609673817821518860e+00,-4.172601524386109872e+00,5.874992397775771202e-01,2.808997713429027598e+00
-2.627036684897596341e+00,-4.219414741063467034e+00,5.767795103193464890e-01,2.822213010772378183e+00
-2.643741657379112819e+00,-4.266470233300422521e+00,5.658567400934790825e-01,2.835919897097692211e+00
-2.659759235564997493e+00,-4.313747696875315008e+00,5.553050228119917886e-01,2.850120507191736152e+00
-2.675074997879496319e+00,-4.361269471954225097e+00,5.449112511855875862e-01,2.864809513567347921e+00
-2.689667197825965417e+00,-4.409036972635272278e+00,5.346742197933248564e-01,2.879990891947690645e+00
-2.703501877020214827e+00,-4.457007419080507127e+00,5.244911394203150001e-01,2.895688325983511557e+00
-2.716552742601932469e+00,-4.505155715341710554e+00,5.182069905490378492e-01,2.911917348544811546e+00
-2.728827281162564677e+00,-4.553587580410186852e+00,5.134346930056835623e-01,2.928657601563128932e+00
-2.740280429837401943e+00,-4.602210141998796189e+00,5.061200564667236446e-01,2.945874851565448260e+00
-2.750884643338540325e+00,-4.650983674017478364e+00,4.988669480674955969e-01,2.963575150561922555e+00
-2.760617712732702955e+00,-4.699883041719359333e+00,4.918337088469511564e-01,2.981791101816717138e+00
-2.769492163089693815e+00,-4.749077552314132866e+00,4.851327079953515753e-01,3.000546675377667505e+00
-2.777456343766134594e+00,-4.798401666588341996e+00,4.787184495795103745e-01,3.019846843097152789e+00
-2.784487850794123531e+00,-4.847820751489342328e+00,4.726301434469091789e-01,3.039708622213749933e+00
-2.790567779262329573e+00,-4.897314326432344878e+00,4.668644039998262607e-01,3.060168695583104448e+00
-2.795687809771235877e+00,-4.946967734538593398e+00,4.613984709619038949e-01,3.081238858447123086e+00
-2.799825766338735367e+00,-4.996785057736290447e+00,4.562251547598569767e-01,3.102919755886265563e+00
-2.802950600571973538e+00,-5.046636849276171510e+00,4.513348952089284993e-01,3.125229592620844876e+00
-2.805043575063066008e+00,-5.096506098810603902e+00,4.467165767582108593e-01,-3.135013272932836159e+00
-2.806084969366294146e+00,-5.146378834868082564e+00,4.423602404388315978e-01,-3.111448547161827616e+00
-2.806052827255585580e+00,-5.196243370993240518e+00,4.382532665921096693e-01,-3.087253935776255176e+00
-2.804919320157077234e+00,-5.246145772061754364e+00,4.343823066069861794e-01,-3.062419312630953794e+00
-2.802649448670818888e+00,-5.296054360069339495e+00,4.307363182572864213e-01,-3.036951375958075072e+00
-2.799206067348972926e+00,-5.345872260719042757e+00,4.273074374371505502e-01,-3.010849050975568986e+00
-2.794538035369650064e+00,-5.395569183504909105e+00,4.240857078595605678e-01,-2.984117355634780644e+00
-2.788580707999995134e+00,-5.445121747348050434e+00,4.210576038350033468e-01,-2.956768721746691142e+00
-2.781260886284139477e+00,-5.494472835670318744e+00,4.182129970139034647e-01,-2.928808363931402869e+00
-2.772572536794759124e+00,-5.543564866283616333e+00,4.155447421527178054e-01,-2.900217224425985396e+00
-2.762547021225529864e+00,-5.592423143847166322e+00,4.130442495942353576e-01,-2.871025905637336173e+00
-2.751159211885874090e+00,-5.641033022139924746e+00,4.107060378011071489e-01,-2.841253356826339171e+00
-2.738343749121519011e+00,-5.689300352567838281e+00,4.085200064602123593e-01,-2.810900530560012989e+00
-2.724035841862844087e+00,-5.737157123618805699e+00,4.064786082567630743e-01,-2.779904329462466794e+00
-2.708189197023288308e+00,-5.784510103586365304e+00,4.045766570300095566e-01,-2.748330416084955097e+00
-2.690773615215893422e+00,-5.831255307621185935e+00,4.028090484162537566e-01,-2.716189061771343560e+00
-2.671734658198919643e+00,-5.877378309390893563e+00,4.011730385074907534e-01,-2.683482093470953345e+00
-2.651046616849187743e+00,-5.922803132155388894e+00,3.996634717879255505e-01,-2.650172261105400828e+00
-2.628694597501784802e+00,-5.967449799767262419e+00,3.982783206587041658e-01,-2.616233632451943514e+00
-2.604674207936305219e+00,-6.011236144491641120e+00,3.970146585953981955e-01,-2.581665706903868873e+00
-2.578991398244030897e+00,-6.054078694322400089e+00,3.958734797340028311e-01,-2.546412470362202640e+00
-2.551681163046008116e+00,-6.095865977745608788e+00,3.948568294307562287e-01,-2.510385862141126800e+00
-2.522760218397192222e+00,-6.136534213874904609e+00,3.939735384762778070e-01,-2.473457113844017119e+00
-2.492238194497504278e+00,-6.176036841725187188e+00,3.932462041455447865e-01,-2.435431928728679196e+00
-2.460154376585578451e+00,-6.214295806284601653e+00,3.927271876078642365e-01,-2.396127238634621293e+00
-2.426556338339750152e+00,-6.251235696445247569e+00,3.924688873265560485e-01,-2.354501429457459327e+00
-2.391499613421714798e+00,-6.286784174674071579e+00,3.926361387810197723e-01,-2.310463027773239197e+00
-2.355036280953848316e+00,-6.320882290314871810e+00,3.937423362317991060e-01,-2.263389624662966781e+00
-2.317212542696167166e+00,-6.353482645327765965e+00,3.962912947918704742e-01,-2.234009307751305240e+00
-2.278096500094505039e+00,-6.384524084763133267e+00,3.959633590334375453e-01,-2.211335320143348326e+00
-2.237761460274117375e+00,-6.413948567167870429e+00,3.954477981106538920e-01,-2.172871222076458331e+00
-2.196285048442891963e+00,-6.441701063144949835e+00,3.951554155267251178e-01,-2.132463732669428236e+00
-2.153711676767828376e+00,-6.467750523856330425e+00,3.950052993474291174e-01,-2.091047190918851939e+00
-2.110061475573699497e+00,-6.492074122817609982e+00,3.949827919642774354e-01,-2.049423698679407213e+00
-2.065455578758324418e+00,-6.514589310611233586e+00,3.950513461516081404e-01,-2.007446992707921041e+00
-2.019969654042412799e+00,-6.535239998072525758e+00,3.952101507183223839e-01,-1.965529818045662402e+00
-1.973677105257646280e+00,-6.553964983083846008e+00,3.954551650621641601e-01,-1.923820410679128790e+00
-1.926646860352887014e+00,-6.570693761051566995e+00,3.957782802091848184e-01,-1.882323844912453525e+00
-1.878941120891196581e+00,-6.585339820897532448e+00,3.961765668722939671e-01,-1.841151899549121840e+00
-1.830613822206711205e+00,-6.597789812319081904e+00,3.966491923937552344e-01,-1.800390984179752518e+00
-1.781712617721825209e+00,-6.607885025750634966e+00,3.971939705148336830e-01,-1.760110547893332544e+00
-1.732289854483719305e+00,-6.615389759794721769e+00,3.978097018043785793e-01,-1.720382681507679035e+00
-1.682444378947250740e+00,-6.619931134669221784e+00,3.984964425711667313e-01,-1.681246459153192596e+00
-1.632427849915512041e+00,-6.620897769722111192e+00,3.992549431499413659e-01,-1.642724226630349005e+00
-1.583041404181862344e+00,-6.617174633014339946e+00,4.000844824546583856e-01,-1.604849625778714595e+00
-1.533945380153616256e+00,-6.606855858821537808e+00,4.009872368970540113e-01,-1.567673753906160705e+00
-1.488440635854034300e+00,-6.587355029035462550e+00,4.019639485761375974e-01,-1.531221031945797506e+00
-1.455872040383157096e+00,-6.550877147261599198e+00,4.030134355303264804e-01,-1.495474617136026252e+00
-1.478360174760190882e+00,-6.512384973341558414e+00,4.041364810921068695e-01,-1.460438804792373091e+00
-1.456341016778062825e+00,-6.524660070860308636e+00,4.053366058906137659e-01,-1.426125408822787488e+00
-1.406402949660111368e+00,-6.524347962173383308e+00,4.066133034021709447e-01,-1.392544244426523692e+00
-1.356875329023899068e+00,-6.518420697320173041e+00,4.079684061437190423e-01,-1.359727170132909002e+00
-1.307583368851708228e+00,-6.508975795270224296e+00,4.094033155771690802e-01,-1.327646687518848623e+00
-1.259405301844797931e+00,-6.497106207346934781e+00,4.109254994610180289e-01,-1.296268771609025539e+00
-1.211339221933466659e+00,-6.483082940069924582e+00,4.125322148002806277e-01,-1.265620878778975333e+00
-1.163887302481829478e+00,-6.467354671912031172e+00,4.142256927625083684e-01,-1.235710668376916566e+00
-1.117126273859952112e+00,-6.450188262007924500e+00,4.160105240156528050e-01,-1.206566841988122807e+00
-1.070801781831553390e+00,-6.431661859918634150e+00,4.178919970322843014e-01,-1.178173708435226619e+00
-1.024951601612949403e+00,-6.411912707623528718e+00,4.198768894819999709e-01,-1.150549644658368731e+00
-9.795883060664299924e-01,-6.391044458103225523e+00,4.219698800331879163e-01,-1.123722234812582599e+00
-9.347124542754278176e-01,-6.369136989043103547e+00,4.241823629423070452e-01,-1.097746060485025765e+00
-8.903199101116934244e-01,-6.346253305381720722e+00,4.265280445047877067e-01,-1.072686754936532427e+00
-8.464057842143679622e-01,-6.322444385645085596e+00,4.290266418877647370e-01,-1.048691028661231428e+00
-8.029664313388235053e-01,-6.297752588119610806e+00,4.317070788954281979e-01,-1.026052549222186805e+00
-7.600003337643563839e-01,-6.272214049810611591e+00,4.345996023240181749e-01,-1.005448104960461553e+00
-7.175697443593148650e-01,-6.245899243895368436e+00,4.378324447449653545e-01,-9.875626137636618340e-01
-6.756832365037269694e-01,-6.218844762954685912e+00,4.414378204360512870e-01,-9.744517042425850928e-01
-6.342634077813092963e-01,-6.191025067050394348e+00,4.455153343178503977e-01,-9.723819384770313601e-01
-5.933151304118862157e-01,-6.162461500035492534e+00,4.475991165078654910e-01,-9.871211978597078662e-01
-5.528455523088177115e-01,-6.133174439349112106e+00,4.489253193030504629e-01,-9.664302220276904665e-01
-5.128635390129806515e-01,-6.103183531789063032e+00,4.522269567474282437e-01,-9.429819987509073798e-01
-4.734532437220215773e-01,-6.072566383796933920e+00,4.558755268248791959e-01,-9.217371757168962842e-01
-4.345738782637074138e-01,-6.041305416558414798e+00,4.597729764707557121e-01,-9.016983226950118224e-01
-3.961908586566866286e-01,-6.009381953292897371e+00,4.638293953916935441e-01,-8.826692566445948351e-01
-3.583172789801837288e-01,-5.976813304818992201e+00,4.680744514658196631e-01,-8.642019612910661897e-01
-3.209685660498863835e-01,-5.943618669573162983e+00,4.724621248021012021e-01,-8.462678517247642640e-01
-2.842275754732161985e-01,-5.909880436278340810e+00,4.769781544768904591e-01,-8.287773620007358177e-01
-2.480124720779219583e-01,-5.875531002453481477e+00,4.816292147925527733e-01,-8.116149384668178701e-01
-2.123376313581935015e-01,-5.840587292577260392e+00,4.864053145208193651e-01,-7.947377507197138646e-01
-1.772167437780310106e-01,-5.805066098511864503e+00,4.912988305301604908e-01,-7.781094564243352663e-01
-1.426994521942038796e-01,-5.769023027509566859e+00,4.963024987987791903e-01,-7.616907747695135233e-01
-1.087517500949697069e-01,-5.732427912837817274e+00,5.014091045831357008e-01,-7.454672374642025146e-01
-7.537765433546125826e-02,-5.695288131244814700e+00,5.066149620517174101e-01,-7.294203312960262364e-01
-4.258947299693222055e-02,-5.657620496303221280e+00,5.119185043428252646e-01,-7.135359760172970134e-01
-1.041390728862307512e-02,-5.619460280953489040e+00,5.173149440835265178e-01,-6.977983394411553242e-01
2.116391384173013299e-02,-5.580794672047364458e+00,5.227963756220332936e-01,-6.822165675152688236e-01
5.213785452580488311e-02,-5.541635123832165277e+00,5.283579654106799195e-01,-6.667875739397434165e-01
8.249814588861287268e-02,-5.501998536340255264e+00,5.340024261820491835e-01,-6.514923386042353881e-01
1.122365895793937529e-01,-5.461901087681741096e+00,5.397277631893132588e-01,-6.363263380032487815e-01
1.413552741244654409e-01,-5.421345841117553022e+00,5.455304347420069089e-01,-6.212903104879300420e-01
1.698469515635769311e-01,-5.380349198675130395e+00,5.514068827298075348e-01,-6.063874206535551092e-01
1.977050228145701971e-01,-5.338928118285496183e+00,5.573474958913074984e-01,-5.916342757968211519e-01
2.249378885282217744e-01,-5.297077794203621792e+00,5.633555707706956461e-01,-5.770231039967690378e-01
