x_m,y_m,w_tr_right_m,w_tr_left_m
-1.874743534621415630e+00,1.090528968038493751e+00,6.535319048076010384e-01,5.606281903515779597e-01
-1.840876116705237209e+00,1.027421013868146993e+00,6.480922912375060019e-01,5.694374539391872103e-01
-1.807175268129629364e+00,9.644131574763574744e-01,6.430321868377942840e-01,5.786652219867974845e-01
-1.773698882297288781e+00,9.015112254038373241e-01,6.382568307523314166e-01,5.883383107101417542e-01
-1.740504852610911701e+00,8.387210441912984482e-01,6.336654557334189253e-01,5.984560452691185528e-01
-1.707651072473193476e+00,7.760484403794518649e-01,6.291624523917772605e-01,6.089835392221256694e-01
-1.675195435286831680e+00,7.134992405090128109e-01,6.246650901402631684e-01,6.198476610860252922e-01
-1.643195834454519888e+00,6.510792711206865313e-01,6.201084253927577894e-01,6.309364926854013067e-01
-1.611710163378955230e+00,5.887943587551884850e-01,6.154473328358159856e-01,6.421016259455293307e-01
-1.580796315462833945e+00,5.266503299532296900e-01,6.106567064741006412e-01,6.531647305902934519e-01
-1.550512184108851610e+00,4.646530112555219416e-01,6.057301980676034203e-01,6.639255140199886718e-01
-1.520915662719705130e+00,4.028082292027775901e-01,6.006784441242604133e-01,6.741731583424187546e-01
-1.492064644698089193e+00,3.411218103357072096e-01,5.955269101672077126e-01,6.836997863083399407e-01
-1.464017023446701149e+00,2.795995811950238719e-01,5.903142101447209633e-01,6.923146015431118627e-01
-1.436830692368236795e+00,2.182473683214385396e-01,5.850914156675445232e-01,6.998570917690618565e-01
-1.410563544865391039e+00,1.570709982556629525e-01,5.799206770630135344e-01,7.062082092567040226e-01
-1.385273474340861899e+00,9.607629753840901676e-02,5.748763223416849533e-01,7.112956769121434597e-01
-1.361018374197343173e+00,3.526909271038847216e-02,5.700442561311724887e-01,7.150949399538626405e-01
-1.337856137837532655e+00,-2.534478968768699714e-02,5.655217205472613529e-01,7.176232504685344793e-01
-1.315844658664125477e+00,-8.575952311510559589e-02,5.614156980319944257e-01,7.189288205656643171e-01
-1.295041830079818101e+00,-1.459692810311557509e-01,5.578397368561518466e-01,7.190764823867408229e-01
-1.275505545487306325e+00,-2.059682368951259446e-01,5.549085390834612719e-01,7.181338132816812436e-01
-1.257293698289286166e+00,-2.657505641663038265e-01,5.527317685619291820e-01,7.161596876122082733e-01
-1.240461545378054309e+00,-3.253108163913282502e-01,5.514049426272021881e-01,7.131979267932833100e-01
-1.225024015738930716e+00,-3.846493609104363887e-01,5.510021874151342924e-01,7.092771934020465352e-01
-1.210964538637731236e+00,-4.437711061591380624e-01,5.515691981127606169e-01,7.044167656634860997e-01
-1.198265706321725466e+00,-5.026810812400782646e-01,5.531182901139946040e-01,6.986369418813898058e-01
-1.186910111038183224e+00,-5.613843152559025995e-01,5.556271765741188640e-01,6.919710978436418580e-01
-1.176880345034374997e+00,-6.198858373092569485e-01,5.590394427552811685e-01,6.844775936186973109e-01
-1.168159000557569716e+00,-6.781906765027868600e-01,5.632721733326233604e-01,6.762446303966100913e-01
-1.160728669855037865e+00,-7.363038619391377715e-01,5.682195668481506701e-01,6.673939370932573389e-01
-1.154571945174049263e+00,-7.942304227209552314e-01,5.737661472429866905e-01,6.580737465338132308e-01
-1.149671418761873731e+00,-8.519753879508848993e-01,5.797936188355135023e-01,6.484499229536849763e-01
-1.146009682865780865e+00,-9.095437867315727676e-01,5.861919643539496017e-01,6.386917597862100671e-01
-1.143569329733040707e+00,-9.669406481656639407e-01,5.928674988180598904e-01,6.289587925160284865e-01
-1.142332951610923519e+00,-1.024171001355804522e+00,5.997492246081619349e-01,6.193893177167888453e-01
-1.142283140746698678e+00,-1.081239875404639061e+00,6.067927012725623515e-01,6.100937708191355169e-01
-1.143402489387636001e+00,-1.138152299414814550e+00,6.139820361974375196e-01,6.011521676533470027e-01
-1.145673589781005530e+00,-1.194913302488975537e+00,6.213318874487658849e-01,5.926153457055789442e-01
-1.149079034174077529e+00,-1.251527913729768349e+00,6.288854798181724437e-01,5.845088853557333097e-01
-1.153601414814121151e+00,-1.308001162239837978e+00,6.367119358638911875e-01,5.768381080451725484e-01
-1.159223323948406881e+00,-1.364338077121830306e+00,6.449012907089349822e-01,5.695930987088994035e-01
-1.165927353824204094e+00,-1.420543687478390771e+00,6.535553203082815621e-01,5.627543277727066195e-01
-1.173696096688782609e+00,-1.476623022412165254e+00,6.627781517075203022e-01,5.562971604369001399e-01
-1.182512144789413133e+00,-1.532581111025799636e+00,6.726619023899940153e-01,5.501994712191577985e-01
-1.192358090373364155e+00,-1.588422982421938690e+00,6.832744212288341945e-01,5.444477397983399358e-01
-1.203216525687906602e+00,-1.644153665703228517e+00,6.946446634834025913e-01,5.390478588264903115e-01
-1.215070042980310516e+00,-1.699778189972314779e+00,7.067549398300644325e-01,5.340345141678146668e-01
-1.227901234497844607e+00,-1.755301584331842468e+00,7.195374009410285820e-01,5.294790538477304187e-01
-1.241692692487780247e+00,-1.810728877884458576e+00,7.328778804765496702e-01,5.254928129501881262e-01
-1.256427009197385702e+00,-1.866065099732806765e+00,7.466220294612849750e-01,5.222291861765480103e-01
-1.272086776873931901e+00,-1.921315278979534469e+00,7.605831103006998051e-01,5.198818178902435694e-01
-1.288654587764688442e+00,-1.976484444727285572e+00,7.745485448640128112e-01,5.186778463237703418e-01
-1.306113034116925364e+00,-2.031577626078707510e+00,7.882818798432514873e-01,5.188703264421259398e-01
-1.324444708177912267e+00,-2.086599852136444611e+00,8.015222389699845351e-01,5.207261317980311777e-01
-1.343632202194918968e+00,-2.141556152003142532e+00,8.139830712821066738e-01,5.245115242564013514e-01
-1.363658108415215509e+00,-2.196451554781447157e+00,8.253559300662782761e-01,5.304723385022951376e-01
-1.384505019086071487e+00,-2.251291089574003923e+00,8.353214993422385382e-01,5.388118490730405830e-01
-1.406155526454757387e+00,-2.306079785483459599e+00,8.435722477912710460e-01,5.496651334558950719e-01
-1.428592222768542364e+00,-2.360822671612458290e+00,8.498422040044633086e-01,5.630740988020196403e-01
-1.451797700274696901e+00,-2.415524777063645878e+00,8.539409449517164630e-01,5.789685314656140003e-01
-1.475754551220490374e+00,-2.470191130939668689e+00,8.557826590704902259e-01,5.971563169803407733e-01
-1.500445367853192824e+00,-2.524826762343170827e+00,8.554043513338820404e-01,6.173253137373487798e-01
-1.525852742420074293e+00,-2.579436700376799507e+00,8.529668551861793180e-01,6.390587181019959928e-01
-1.551959267168404155e+00,-2.634025974143200166e+00,8.487393566560240687e-01,6.618608207663760901e-01
-1.578747534345452452e+00,-2.688599612745016465e+00,8.430673625004427851e-01,6.851893899930801002e-01
-1.606200136198489892e+00,-2.743162645284896950e+00,8.363339801751255020e-01,7.084883719089725140e-01
-1.634299664974784738e+00,-2.797720100865484838e+00,8.289201874316147745e-01,7.312166009937857147e-01
-1.663028712921608587e+00,-2.852277008589426899e+00,8.211708250480287408e-01,7.528696084362951346e-01
-1.692369872286228816e+00,-2.906838397559366349e+00,8.133722793187044831e-01,7.729929967551748549e-01
-1.722305735315918129e+00,-2.961409296877952624e+00,8.057394717789847505e-01,7.911910086268100217e-01
-1.752818894257945237e+00,-3.015994735647830716e+00,7.984186573391998110e-01,8.071293466117781534e-01
-1.783891941359580180e+00,-3.070599742971644286e+00,7.914905090373576257e-01,8.205391175642527957e-01
-1.815507468868092111e+00,-3.125229347952039660e+00,7.849853224866437662e-01,8.312198106736830017e-01
-1.847648069030751961e+00,-3.179888579691663608e+00,7.788938140439571889e-01,8.390451658937031487e-01
-1.880296334094829103e+00,-3.234582467293159791e+00,7.731801388638989136e-01,8.439688580966734355e-01
-1.913434856307592913e+00,-3.289316039859174534e+00,7.677930356423273706e-01,8.460292607062782633e-01
-1.947046227916314542e+00,-3.344094326492354607e+00,7.626749177094552801e-01,8.453510842366334099e-01
-1.981113041168262257e+00,-3.398922356295344560e+00,7.577688865342341318e-01,8.421425785841467615e-01
-2.015617888310706540e+00,-3.453805158370788941e+00,7.530233643028658719e-01,8.366863948901503978e-01
-2.050543361590917435e+00,-3.508747761821334521e+00,7.483977967593563596e-01,8.293249569498831741e-01
-2.085872053256164538e+00,-3.563755195749626736e+00,7.438653088550557513e-01,8.204417406591871798e-01
-2.121586555553718778e+00,-3.618832489258312357e+00,7.394146544192222725e-01,8.104387250887892247e-01
-2.157669460730848865e+00,-3.673984671450035933e+00,7.350515031148975309e-01,7.997146017631961978e-01
-2.194103361034824395e+00,-3.729216771427442012e+00,7.307956968402971043e-01,7.886454224905913302e-01
-2.230863771127875594e+00,-3.784534162738260488e+00,7.266792479208860067e-01,7.775702696838304728e-01
-2.267872108940609088e+00,-3.839944851657777658e+00,7.227425509872023035e-01,7.667833935767757181e-01
-2.305024827933323639e+00,-3.895458059408043905e+00,7.190288558575034239e-01,7.565292005516872642e-01
-2.342218247573773837e+00,-3.951083013732131555e+00,7.155762058200495490e-01,7.470063524768588703e-01
-2.379348687329715162e+00,-4.006828942373108937e+00,7.124092618051953707e-01,7.383740638298952330e-01
-2.416312466668901759e+00,-4.062705073074046602e+00,7.095306615401630879e-01,7.307627258065066966e-01
-2.453005905059089997e+00,-4.118720633578016432e+00,7.069135499310843507e-01,7.242808438673945526e-01
-2.489325321968035354e+00,-4.174884851628085869e+00,7.044956415236578451e-01,7.190197968318526867e-01
-2.525167036863491976e+00,-4.231206954967328571e+00,7.021755377550711330e-01,7.150532193047965945e-01
-2.560427369213216231e+00,-4.287696171338812867e+00,6.998146785147330018e-01,7.124294812299557522e-01
-2.595002638484963597e+00,-4.344361728485611529e+00,6.972433741994763512e-01,7.111572085779126473e-01
-2.628789164146488666e+00,-4.401212854150791109e+00,6.942740383751717648e-01,7.111879249316257479e-01
-2.661683265665546472e+00,-4.458258776077424379e+00,6.907204291501337634e-01,7.123983742757371562e-01
-2.693581262509892937e+00,-4.515508722008582332e+00,6.864220584324479679e-01,7.145794136666749896e-01
-2.724379474147283986e+00,-4.572971919687334186e+00,6.812708190953850051e-01,7.174376574351877256e-01
-2.753974220045473764e+00,-4.630657596856750935e+00,6.752363386891608865e-01,7.206127357231724151e-01
-2.782261819672216863e+00,-4.688574981259901797e+00,6.683852692161514897e-01,7.237102398478091336e-01
-2.809138592495270537e+00,-4.746733300639858655e+00,6.608877158578019273e-01,7.263495089203496624e-01
-2.834500857982389377e+00,-4.805141782739691614e+00,6.530097403722886495e-01,7.282164040977870956e-01
-2.858244935601327530e+00,-4.863809655302469004e+00,6.450888058058606989e-01,7.291137082248986268e-01
-2.880267144819841807e+00,-4.922746146071263595e+00,6.374957623122695649e-01,7.289962572134540686e-01
-2.900463805105686799e+00,-4.981960482789144606e+00,6.305882396111519572e-01,7.279898218161675594e-01
-2.918731235926618872e+00,-5.041461893199184807e+00,6.246653975717213481e-01,7.263769608144704515e-01
-2.934965756750391286e+00,-5.101259605044450751e+00,6.199312023946603745e-01,7.245657032326202618e-01
-2.949063687044761739e+00,-5.161362846068016097e+00,6.164748055898321422e-01,7.230373045186556658e-01
-2.960921346277483046e+00,-5.221780844012949174e+00,6.142708483102577999e-01,7.222858984490415635e-01
-2.970435053916311574e+00,-5.282522826622320089e+00,6.131982166791966060e-01,7.227602640066052020e-01
-2.977501129429003246e+00,-5.343598021639201612e+00,6.130724719501940978e-01,7.248210629587984455e-01
-2.982015892283312652e+00,-5.405015656806662072e+00,6.136835045045787584e-01,7.287153901379277432e-01
-2.983875661946996605e+00,-5.466784959867773352e+00,6.148285197790079870e-01,7.345737181827389772e-01
-2.982976757887807029e+00,-5.528915158565603782e+00,6.163359662285115004e-01,7.424245342899231659e-01
-2.979224293038778892e+00,-5.591411096949276960e+00,6.180763745234840734e-01,7.522204102778329293e-01
-2.972637930664184136e+00,-5.654220513754138366e+00,6.199601556791340951e-01,7.638590071101238888e-01
-2.963317545483207915e+00,-5.717251160923250808e+00,6.219279627355702722e-01,7.772038576538502497e-01
-2.951364663348044370e+00,-5.780409967281422645e+00,6.239377628427561495e-01,7.920914644474023047e-01
-2.936880810110890749e+00,-5.843603861653462239e+00,6.259538607290517920e-01,8.083219357193709431e-01
-2.919967511623940748e+00,-5.906739772864178839e+00,6.279408841022925403e-01,8.256439074624286611e-01
-2.900726293739389394e+00,-5.969724629738382582e+00,6.298646114480832559e-01,8.437474897013748087e-01
-2.879258682309433937e+00,-6.032465361100880941e+00,6.316938533951189649e-01,8.622614461800794938e-01
-2.855666203186266294e+00,-6.094868895776479611e+00,6.334044322798996207e-01,8.807745843301384436e-01
-2.830050382222084160e+00,-6.156842162589994061e+00,6.349814209378897845e-01,8.988711894293415217e-01
-2.802512745269081229e+00,-6.218292090366227320e+00,6.364165533833809896e-01,9.161863604194178112e-01
-2.773154818179453862e+00,-6.279125607929991304e+00,6.377072487812378565e-01,9.324554849406836432e-01
-2.742078126805397087e+00,-6.339249644106093484e+00,6.388550541347531864e-01,9.475581914463873101e-01
-2.709384196999106376e+00,-6.398571127719343998e+00,6.398695028637538806e-01,9.615375800754275559e-01
-2.675174554612775424e+00,-6.456996987594550319e+00,6.407761103841931316e-01,9.745945509152487141e-01
-2.639550725498600148e+00,-6.514434152556519031e+00,6.416284982315796359e-01,9.870562487422920306e-01
-2.602614235508775575e+00,-6.570789551430062936e+00,6.425256348963985786e-01,9.993287461490463208e-01
-2.564466610495498067e+00,-6.625970113039990395e+00,6.436217446682404031e-01,1.011844527078640921e+00
-2.525209376310964426e+00,-6.679882766211107104e+00,6.451310044815188327e-01,1.025007731995399185e+00
-2.484944058807364797e+00,-6.732434439768224976e+00,6.473193835884857306e-01,1.039157394407988377e+00
-2.443772183836896872e+00,-6.783532062536152374e+00,6.504857597015076820e-01,1.054529439195836416e+00
-2.401795277251755234e+00,-6.833082563339694993e+00,6.549334263274398937e-01,1.071239305687166521e+00
-2.359114864904136688e+00,-6.880992871003666522e+00,6.609370828873306625e-01,1.089259456029258999e+00
-2.315832472646235374e+00,-6.927169914352871771e+00,6.687122743872586650e-01,1.108418817179974925e+00
-2.272049626330245875e+00,-6.971520622212121765e+00,6.783904542970319307e-01,1.128400237984761745e+00
-2.227867851808364552e+00,-7.013951923406225752e+00,6.900017421792259409e-01,1.148781581525704309e+00
-2.183388674932785989e+00,-7.054370746759989430e+00,7.034711621022896599e-01,1.169080475664731056e+00
-2.138713621555705657e+00,-7.092684021098224711e+00,7.186202373913520569e-01,1.188835004861468869e+00
-2.093944217529318141e+00,-7.128798675245737293e+00,7.351780780437207063e-01,1.207690173937242761e+00
-2.049181988705819357e+00,-7.162621638027336424e+00,7.528008729488666617e-01,1.225469395845013798e+00
-2.004528460937404333e+00,-7.194059838267835794e+00,7.710935713600290953e-01,1.242225259317373487e+00
-1.960085160076268096e+00,-7.223020204792040211e+00,7.896406256597681139e-01,1.258228638136607902e+00
-1.915941601851231857e+00,-7.249425198763209011e+00,8.080388477069619935e-01,1.273918915837626953e+00
-1.872121125980888756e+00,-7.273282864827502969e+00,8.259335929937681176e-01,1.289793741162885699e+00
-1.828624402234586555e+00,-7.294630566008033945e+00,8.430522120472353498e-01,1.306282969893678425e+00
-1.785452080317675883e+00,-7.313505691276097842e+00,8.592312694087741454e-01,1.323616748537278287e+00
-1.742604809935504484e+00,-7.329945629602982571e+00,8.744315527248075481e-01,1.341732197249327241e+00
-1.700083240793421657e+00,-7.343987769959979595e+00,8.887367149948612877e-01,1.360226352876771960e+00
-1.657888022596778033e+00,-7.355669501318385706e+00,9.023341617350085775e-01,1.378382417730087628e+00
-1.616019805050922020e+00,-7.365028212649487926e+00,9.154798599605336040e-01,1.395265072564068287e+00
-1.574479237861203140e+00,-7.372101292924583937e+00,9.284509910225998697e-01,1.409862314488453006e+00
-1.533266970732970913e+00,-7.376926131114960761e+00,9.414943284291292791e-01,1.421262294340098542e+00
-1.492383653371574637e+00,-7.379540116191916077e+00,9.547815241661846697e-01,1.428815768198509417e+00
-1.451829935482363609e+00,-7.379980637126736909e+00,9.683738979731730812e-01,1.432275795560948195e+00
-1.411606466770687129e+00,-7.378285082890715607e+00,9.822107036754891274e-01,1.431860754018532633e+00
-1.371713896941894495e+00,-7.374490842455150741e+00,9.961118489144676902e-01,1.428255824721369027e+00
-1.332152875701335226e+00,-7.368635304791325780e+00,1.009810512221696932e+00,1.422527550335257907e+00
-1.292924052754358621e+00,-7.360755858870538404e+00,1.022995266504936218e+00,1.415977536196713960e+00
-1.254028077806313757e+00,-7.350889893664079189e+00,1.035363355065977098e+00,1.409964794682752043e+00
-1.215465600562549930e+00,-7.339074798143239597e+00,1.046673640404475192e+00,1.405711016089812304e+00
-1.177237270728417107e+00,-7.325347961279314646e+00,1.056791225723834771e+00,1.404133551773283362e+00
-1.139343738009264362e+00,-7.309746772043595797e+00,1.065720772682606343e+00,1.405716768150612417e+00
-1.101785652110440994e+00,-7.292308619407371850e+00,1.073615326889120647e+00,1.410451245051374869e+00
-1.064563662737296301e+00,-7.273070892341937821e+00,1.080773503740148467e+00,1.417830705157324234e+00
-1.027678419595179138e+00,-7.252070979818585172e+00,1.087610728761186696e+00,1.426916880493189099e+00
-9.911305723894398012e-01,-7.229346270808607144e+00,1.094615946368727277e+00,1.436456560478809763e+00
-9.549207708254268123e-01,-7.204934154283291647e+00,1.102292197775232019e+00,1.445036808346265023e+00
-9.190496646084901355e-01,-7.178872019213940803e+00,1.111085333251324414e+00,1.451260080924243301e+00
-8.835179034439787360e-01,-7.151197254571834527e+00,1.121314107194537613e+00,1.453917530240978584e+00
-8.483261370372416899e-01,-7.121947249328270502e+00,1.133105434389230171e+00,1.452135422270066201e+00
-8.134750150936289614e-01,-7.091159392454543742e+00,1.146349506775165228e+00,1.445465365281938253e+00
-7.789651873184897379e-01,-7.058871072921943046e+00,1.160684154985555327e+00,1.433919559368783903e+00
-7.447973034171733175e-01,-7.025119679701760766e+00,1.175516705106050441e+00,1.417925477183865413e+00
-7.109720130950289985e-01,-6.989942601765291919e+00,1.190083083558268751e+00,1.398233198899951013e+00
-6.774899660574058569e-01,-6.953377228083823525e+00,1.203536517570396480e+00,1.375770588318883547e+00
-6.443518120096536350e-01,-6.915460947628651489e+00,1.215052687293592948e+00,1.351503694034112968e+00
-6.115582006571215201e-01,-6.876231149371069051e+00,1.223933375857010120e+00,1.326296802517749507e+00
-5.791097817051586993e-01,-6.835725222282363234e+00,1.229684577895968633e+00,1.300834803229918402e+00
-5.470072048591148040e-01,-6.793980555333832605e+00,1.232066405985267066e+00,1.275579601813255470e+00
-5.152511198243391322e-01,-6.751034537496765076e+00,1.231097315596617392e+00,1.250782698269935045e+00
-4.838421763061808711e-01,-6.706924557742452109e+00,1.227021883072447972e+00,1.226533275650682819e+00
-4.527810240099892081e-01,-6.661688005042188720e+00,1.220254004889051336e+00,1.202815179509494792e+00
-4.220683126411138852e-01,-6.615362268367267262e+00,1.211303270482104733e+00,1.179572972792590546e+00
-3.917046919049040343e-01,-6.567984736688978309e+00,1.200704179043781794e+00,1.156756326178603578e+00
-3.616908115067092311e-01,-6.519592798978614212e+00,1.188957393983765431e+00,1.134352231263221045e+00
-3.320273211518785517e-01,-6.470223844207468211e+00,1.176489837458871035e+00,1.112393615509176037e+00
-3.027148705457612943e-01,-6.419915261346831770e+00,1.163634961215997743e+00,1.090960507635677645e+00
-2.737541093937067016e-01,-6.368704439367996351e+00,1.150626632145285821e+00,1.070169634545748316e+00
-2.451456874010646825e-01,-6.316628767242254305e+00,1.137619375914158626e+00,1.050159590200562265e+00
-2.168902542731839800e-01,-6.263725633940900650e+00,1.124699311710048999e+00,1.031083553510251383e+00
-1.889884597154143642e-01,-6.210032428435224183e+00,1.111906563781829949e+00,1.013096432890516763e+00
-1.614409534331064378e-01,-6.155586539696519921e+00,1.099253110041549908e+00,9.963527184902225553e-01
-1.342483851316063070e-01,-6.100425356696073997e+00,1.086735972434572206e+00,9.809973920419730042e-01
-1.074114045162655184e-01,-6.044586268405186757e+00,1.074343085873114223e+00,9.671698062604765500e-01
-8.093066129243281503e-02,-5.988106663795144335e+00,1.062055115165862595e+00,9.549898671222367685e-01
-5.480680516545780034e-02,-5.931023931837240859e+00,1.049838778109331239e+00,9.445676553890606231e-01
-2.904048584068966848e-02,-5.873375461502769568e+00,1.037642838257058164e+00,9.359978823357834044e-01
-3.632353023477814802e-03,-5.815198641763021037e+00,1.025385605670114941e+00,9.293626404327494095e-01
2.141694358082834454e-02,-5.756530861589289394e+00,1.012954547573038155e+00,9.247267549857813851e-01
4.610675426687953216e-02,-5.697409509952865214e+00,1.000211136533946110e+00,9.221328699980024801e-01
7.043642932932644984e-02,-5.637871975825039961e+00,9.870048175083456776e-01,9.215917768400865295e-01
9.440531906281966756e-02,-5.577955648177108650e+00,9.731984132843456425e-01,9.230676623081925936e-01
1.180127737620098177e-01,-5.517697915980361856e+00,9.586997145296667355e-01,9.264607355717824344e-01
1.412581437215477131e-01,-5.457136168206090154e+00,9.434962529324079084e-01,9.315930286128086824e-01
1.641407792360838336e-01,-5.396307793825587673e+00,9.276799112914985157e-01,9.381993313455880834e-01
1.866600306002689780e-01,-5.335250181810145875e+00,9.114585674699831053e-01,9.459288609804384906e-01
2.088152481087537371e-01,-5.274000721131058889e+00,8.951461058316039221e-01,9.543621959821062539e-01
2.306057820561887572e-01,-5.212596800759616400e+00,8.791304889219979657e-01,9.630415760283363991e-01
2.520309827372247957e-01,-5.151075809667110761e+00,8.638261344757522942e-01,9.715106735890250977e-01
2.730902004465123878e-01,-5.089475136824835211e+00,8.496178213009273339e-01,9.793553859462152955e-01
2.937827854787022352e-01,-5.027832171204082101e+00,8.368097733143163852e-01,9.862404470710838256e-01
