x_m,y_m,w_tr_right_m,w_tr_left_m
-2.606225815325573514e+00,2.683716968746543419e+00,8.006238459650487638e-01,5.567985815206516476e-01
-2.587009519771329202e+00,2.620000195843570800e+00,7.971468342342259428e-01,5.469543239935642509e-01
-2.566512458490255444e+00,2.556237857201361763e+00,7.934228861269475575e-01,5.373924388407200770e-01
-2.544792524885048923e+00,2.492435779360629766e+00,7.894810224771630081e-01,5.282321988542326707e-01
-2.521907612358403217e+00,2.428599788862085607e+00,7.853572655094026578e-01,5.195919046010338826e-01
-2.497915614313015897e+00,2.364735712246440080e+00,7.810848064899098553e-01,5.115946375561341020e-01
-2.472874424151583650e+00,2.300849376054406203e+00,7.766864541210860562e-01,5.043706981499294084e-01
-2.446841935276801383e+00,2.236946606826695216e+00,7.721680625984765900e-01,4.980563322900655177e-01
-2.419876041091365337e+00,2.173033231104018803e+00,7.675156838978745011e-01,4.927872345884748984e-01
-2.392034634997972198e+00,2.109115075427089092e+00,7.626949993439970932e-01,4.886887607297654146e-01
-2.363375610399317317e+00,2.045197966336617768e+00,7.576538578682064928e-01,4.858639311994462084e-01
-2.333956860698096936e+00,1.981287730373315847e+00,7.523278562717220508e-01,4.843811579090711583e-01
-2.303836279297007295e+00,1.917390194077895904e+00,7.466497858236134100e-01,4.842635156876436975e-01
-2.273071759598744190e+00,1.853511183991069178e+00,7.405601096544561779e-01,4.854847284759601922e-01
-2.241721195006004308e+00,1.789656526653547575e+00,7.340200777669690924e-01,4.879684007186558814e-01
-2.209842478921481224e+00,1.725832048606042335e+00,7.270233011284579216e-01,4.915950008202449872e-01
-2.177493504747875175e+00,1.662043576389266253e+00,7.196048723721250040e-01,4.962131135814926153e-01
-2.144732165887877962e+00,1.598296936543929236e+00,7.118434865100656816e-01,5.016562658541592334e-01
-2.111616355744188933e+00,1.534597955610745190e+00,7.038585387701523643e-01,5.077583319324451283e-01
-2.078203967719501666e+00,1.470952460130424244e+00,6.957983134293623806e-01,5.143701500685033956e-01
-2.044552895216513733e+00,1.407366276643679193e+00,6.878239242733730219e-01,5.213718096640743704e-01
-2.010721031637920042e+00,1.343845231691221054e+00,6.800900885254769213e-01,5.286803580423976578e-01
-1.976766270386417279e+00,1.280395151813761290e+00,6.727266730967360608e-01,5.362525609131931770e-01
-1.942746504864702128e+00,1.217021863552012917e+00,6.658245422353437082e-01,5.440822879035893678e-01
-1.908719628475469721e+00,1.153731193446686287e+00,6.594275233685622517e-01,5.521931438678638893e-01
